x,y,name,idx,path_idx,inst_idx,path,col,fill,alpha,lwd,lineend,linejoin,linemitre,fontsize,cex,fontfamily,font,xpath,tag,elem_idx,random,class,GDD,Tissue,order
499.821155725942,18.4153661896757,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.149477780056567,a,2564,Kernel,101
500.015150272664,18.6837887982287,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0908492792056098,a,2564,Kernel,102
500.208013407684,18.953776784616,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.125730377500284,a,2564,Kernel,103
500.398619623601,19.2254816925663,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.101055706694051,a,2564,Kernel,104
500.585843413014,19.4990550658084,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0815270681587657,a,2564,Kernel,105
500.768559268523,19.7746484480709,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.238485112161104,a,2564,Kernel,106
500.945641682726,20.0524133830825,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.357855527226074,a,2564,Kernel,107
501.115965148223,20.3325014145721,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0389022522445255,a,2564,Kernel,108
501.278404157612,20.6150640862684,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,-0.0121453971466252,a,2564,Kernel,109
501.431833203494,20.9002529419,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.201183960921226,a,2564,Kernel,110
501.575126778466,21.1882195251958,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0338088997628509,a,2564,Kernel,111
